产品网址：https://lthpc.com/products/detail/87
产品结构：root->SH223G2

|产品名称|产品型号|功能描述|
|----|----|----|
|服务器|SH223 G2|基于国产海光 5000 处理器的 2U 双路高性价比服务器，具备双插槽 CPU 性能与大存储容量机架环境设计，满足大中型企业小规模虚拟化和大数据业务需求，适用于云服务、大数据、分布式存储、数据库等应用场景|

处理器和芯片组,支持的处理器数量,2
处理器和芯片组,处理器插座,Hygon 5000
处理器和芯片组,处理器类型,海光
处理器和芯片组,支持的处理器,Hygon 5000系列 最高32核心
处理器和芯片组,热设计功率 (TDP),135W
处理器和芯片组,芯片组制造商,海光
处理器和芯片组,芯片组型号,System on Chip
内存,最大内存,2TB
内存,内存技术,DDR4
内存,内存标准,DDR4-3200HMz
内存,总内存槽数,16
硬盘,SATA3,SATA3（6Gbps）
硬盘,NVMe,
硬盘,M.2,1个M.2
显示与图形,显示和图形图形控制器制造商,
显示与图形,图形控制器模型,
I/O扩展,PCI Express,6 个 PCI-E 3.0插槽
驱动器托架,热插拔,12 个 3.5 英寸热插拔驱动器托架
接口/端口,USB 3.0 端口总数,4
接口/端口,SATA接口数量,12
接口/端口,局域网,1个 RJ45 管理端口
接口/端口,,2个 RJ45 千兆网络端口
接口/端口,板载视频,一个VGA接口
电源说明,电源数量,2
电源说明,冗余电源,是
电源说明,最大电源功率,1200W
电源说明,认证,80Plus 铂金
物理特性,颜色,银白
物理特性,外形规格,机架式
物理特性,机架高度,2U
物理特性,高度,3.5‘’
物理特性,宽度,17.6‘’
物理特性,深度,31.2''
